PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,DEST_AIRPORT_ID,DEST,DEST_COUNTRY,DEST_COUNTRY_NAME,YEAR,MONTH
3084,293792,0,6593,SV,Saudi Arabian Airlines Corp,12264,IAD,US,United States,12472,JED,SA,Saudi Arabia,2013,5
3111,78826,0,6524,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12478,JFK,US,United States,2013,6
3128,89575,0,6593,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12264,IAD,US,United States,2013,12
3198,161234,0,6524,SV,Saudi Arabian Airlines Corp,12478,JFK,US,United States,14645,RUH,SA,Saudi Arabia,2013,6
3211,171510,0,6593,SV,Saudi Arabian Airlines Corp,12264,IAD,US,United States,12472,JED,SA,Saudi Arabia,2013,6
3258,147160,0,6365,SV,Saudi Arabian Airlines Corp,12478,JFK,US,United States,12472,JED,SA,Saudi Arabia,2013,8
3267,25597,0,6750,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12264,IAD,US,United States,2013,6
3327,207458,0,6750,SV,Saudi Arabian Airlines Corp,12264,IAD,US,United States,14645,RUH,SA,Saudi Arabia,2013,5
3371,164853,0,6365,SV,Saudi Arabian Airlines Corp,12478,JFK,US,United States,12472,JED,SA,Saudi Arabia,2013,2
3375,17787,0,6365,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12478,JFK,US,United States,2013,2
3385,143706,0,6593,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12264,IAD,US,United States,2013,10
3399,83585,0,6365,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12478,JFK,US,United States,2013,5
3426,195100,0,6365,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12478,JFK,US,United States,2013,10
3474,37741,0,6365,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12478,JFK,US,United States,2013,3
